id,a,b,c,d,e,f,g,h,i,j,k,l,m,n
5283,41,2,167266,3,15,2,3,0,0,0,1,1,44,0
15973,37,2,22246,1,10,1,5,1,0,0,1,1,41,0
13678,29,2,359050,1,10,0,10,0,0,0,1,1093,61,0
21102,36,2,169673,5,11,1,6,1,0,0,1,1,41,0
8174,31,2,287093,1,10,2,1,0,0,1,2355,1,41,0
2197,26,2,192150,0,14,0,0,3,0,1,1,1,41,0
17826,40,2,155604,5,11,0,4,3,1,1,1,2206,41,0
16447,23,2,119360,0,14,0,1,3,2,1,1,1,41,0
17735,27,2,358976,5,11,0,13,0,0,1,1,1,51,39
8470,42,4,352057,6,13,0,1,0,0,0,1,1,41,0
7523,30,2,109622,1,10,1,6,1,0,0,1,1,41,0
12842,35,0,101563,1,10,0,4,3,0,1,1,1,41,0
8355,24,2,442479,5,11,0,7,3,0,0,1,1,16,0
23338,22,2,283970,1,10,0,6,3,0,0,1,1,41,4
26871,54,2,48344,1,10,1,7,1,0,0,1,1903,41,0
31214,22,2,228396,5,11,0,5,5,1,1,1,1,21,0
16793,51,2,266530,2,8,1,6,1,0,0,1,1,41,0
16894,51,1,231197,0,14,2,5,0,0,0,1,1,51,0
9898,22,2,187514,7,12,0,6,4,0,0,1,1,41,0
10376,39,2,104728,3,15,0,0,0,0,1,1,1,41,0
13905,48,4,162188,5,11,1,7,1,0,0,1,1888,41,0
27076,46,2,111980,1,10,1,2,1,0,0,1,1,41,0
14214,33,2,167107,1,10,1,5,1,2,0,1,1,41,37
11491,22,2,143437,1,10,0,7,0,0,0,1,1,41,0
11599,23,2,300872,5,11,0,0,3,0,0,1,1,41,0
29092,65,2,75578,8,5,1,0,1,0,0,2581,1,51,0
15061,53,2,210737,1,10,1,6,1,0,0,7299,1,51,0
30241,34,2,311195,2,8,0,5,4,1,1,1,1,18,0
11955,47,3,104576,7,12,2,10,0,0,1,1,1,41,0
7458,22,2,140002,5,11,0,2,3,0,0,1,1,31,0
17390,23,2,390818,11,4,1,6,5,0,0,1,1,41,4
8372,50,2,184286,1,10,1,0,1,0,0,1,1,41,0
12762,66,2,194457,0,14,1,6,1,0,0,1,1,41,8
6729,31,2,363297,1,10,0,2,4,1,0,1,1,73,0
14403,41,2,365987,0,14,1,2,3,0,0,1,1,41,0
10788,21,2,420974,5,11,0,0,3,0,1,1,1,21,0
16165,53,2,203636,0,14,1,1,1,0,0,1,1903,66,0
18639,59,2,145575,2,8,1,6,1,0,0,1,1,41,0
2571,42,5,136987,3,15,1,1,1,0,0,1,1,41,0
11217,34,2,173731,3,15,1,3,1,0,0,1,1,41,0
27124,60,2,126678,5,11,1,1,1,0,0,1,1,51,0
10561,25,2,164530,15,9,0,8,3,1,0,1,1,41,0
17365,31,2,161573,1,10,1,4,2,0,1,1,1,46,0
5144,29,2,273930,1,10,1,5,1,0,0,1,1629,61,0
14437,44,2,373404,7,12,1,6,1,0,0,1,1,41,0
22855,24,2,113310,5,11,0,7,0,0,0,1,1,41,0
9758,47,2,35962,6,13,2,5,0,0,1,1,1,26,10
10515,49,3,147398,1,10,1,0,1,0,0,1,1,37,0
31954,35,2,111590,12,7,0,4,4,1,1,1,1,41,2
3872,39,2,170021,1,10,1,9,1,0,0,3138,1,46,0
25062,36,2,188042,5,11,1,1,1,0,0,1,1,51,0
12697,48,2,181653,1,10,2,0,0,0,1,1,1,41,0
13676,25,2,137877,1,10,0,6,3,0,0,1,1,51,0
23508,25,2,219511,0,14,0,4,0,2,0,1,1,33,0
26393,34,4,365909,1,10,1,4,1,1,0,2106,1,41,0
5887,42,2,236484,1,10,1,6,1,0,0,1,1,41,0
27347,40,5,117556,0,14,1,1,1,0,0,1,1,61,0
27004,33,0,169974,3,15,0,0,0,0,1,1,1,39,0
4902,21,2,460357,15,9,0,4,0,0,0,1,1,31,4
3473,37,2,126676,0,14,1,6,1,0,0,1,1,36,0
2589,47,2,238163,0,14,1,6,1,0,0,1,1,46,0
11553,49,4,27803,3,15,4,3,0,0,0,1,1877,51,0
13705,60,5,165696,0,14,1,3,1,0,0,1,1,21,0
2033,37,2,185849,1,10,0,6,3,0,0,1,1,41,0
4465,50,2,185042,3,15,1,1,1,0,0,1,1978,41,0
31464,33,2,309514,6,13,1,6,1,0,0,1,1,41,0
1469,41,2,228536,6,13,1,3,1,0,0,7299,1,37,0
17348,45,2,215469,0,14,4,9,4,1,1,1,1,8,0
13603,76,4,73434,1,10,1,4,1,0,0,1,2468,41,9
8524,74,2,159008,0,14,2,8,5,0,1,1,1,13,0
2094,55,2,93606,1,10,2,7,0,0,0,1,1,41,0
6180,72,1,163294,10,16,1,8,1,0,0,1,1,3,0
4929,21,2,267707,5,11,0,5,3,0,1,1,1,21,0
26009,20,2,203320,2,8,0,5,3,0,0,1,1,31,0
2688,53,2,287455,0,14,2,3,4,0,1,1,1,41,0
15567,42,2,156527,5,11,4,2,0,0,0,1,1,41,0
4978,39,2,190760,1,10,1,6,1,0,0,1,1,43,0
27477,27,2,190763,5,11,1,5,1,0,0,1,1,19,0
17713,22,2,189014,5,11,0,5,3,0,1,1,1,36,0
18047,53,1,240014,3,15,1,5,1,0,0,1,1,71,0
11505,36,2,111500,1,10,1,3,1,0,0,1,1,41,0
9596,33,2,227609,7,12,1,5,1,0,0,1,1,41,0
2707,53,1,64046,10,16,1,3,1,0,0,100000,1,46,0
9810,58,4,31533,6,13,1,4,1,0,0,1,1,21,0
4376,68,2,397832,5,11,1,1,1,0,0,1,1540,41,0
13708,32,2,177676,5,11,1,5,1,0,0,1,1,61,0
4002,52,2,30013,1,10,2,4,0,0,0,1,1,81,0
9655,18,2,99162,12,7,0,4,3,0,0,1,1,9,0
7436,22,2,246208,5,11,0,0,3,1,1,1,1,21,0
30383,39,2,108141,3,15,1,3,1,0,0,1,1,51,0
16094,32,2,236600,0,14,1,1,1,0,0,1,1,46,0
28448,31,2,248585,5,11,1,6,1,0,0,1,1,41,0
3316,42,2,32628,1,10,2,4,0,0,0,1,1,41,0
23070,45,1,112508,11,4,1,6,1,0,0,1,1,41,0
11191,33,2,239663,1,10,1,6,1,1,0,1,1580,37,0
14805,43,0,82162,1,10,1,11,1,0,0,1,1,73,0
5242,56,2,201233,3,15,1,1,1,0,0,1,1,56,0
24540,35,2,62125,1,10,4,4,0,1,0,1,1,41,0
8993,40,2,67137,7,12,4,0,0,2,0,1,1,41,0
10580,49,5,148996,0,14,2,5,0,0,0,1,1,61,0
14335,62,2,153791,6,13,6,9,4,1,1,1,1,41,0
1557,37,2,207825,0,14,1,3,1,0,0,7299,1,41,0
32182,51,2,195691,1,10,1,2,1,0,0,1,1,46,0
8294,51,3,183612,5,11,0,0,0,0,0,1,1,41,0
260,51,2,109938,5,11,1,1,2,0,1,1,1,51,0
6435,41,2,205176,1,10,6,9,4,1,1,1,1,38,0
19617,60,2,182461,0,14,1,1,1,0,0,1,1,61,0
9935,23,2,309179,1,10,0,7,3,0,0,1,1,41,0
5862,67,2,216857,3,15,1,5,1,0,0,1,1,51,0
15229,37,2,172707,1,10,1,6,1,0,0,1,1,41,0
8413,43,2,204818,0,14,1,4,1,1,0,1,1,36,0
26888,68,3,223258,1,10,6,4,4,0,0,1,1,41,0
9528,47,2,130365,1,10,0,6,4,0,0,1,1,41,0
4257,39,2,308172,5,11,4,10,4,1,1,1,1,51,0
22986,21,2,85042,5,11,0,1,3,0,1,1,1,21,0
28375,40,2,240842,5,11,0,4,0,0,1,1,1,26,0
24135,26,2,220221,2,8,0,2,3,0,0,1,1,46,0
13085,45,0,321825,1,10,1,11,1,0,0,1,1,39,0
10340,46,2,186411,1,10,1,7,1,0,0,1,1,41,0
14700,36,2,117167,0,14,0,1,0,0,0,1,1,51,0
21961,32,2,703108,1,10,0,9,0,1,0,1,1,41,0
12632,31,1,347167,1,10,2,6,0,0,0,1,1,41,0
4640,45,1,147207,5,11,0,6,3,0,0,1,1,13,0
3570,36,2,230055,8,5,1,9,1,0,0,1,1,41,4
10393,48,1,199059,10,16,0,3,0,0,0,1,1,41,0
24169,59,1,163048,0,14,2,3,0,0,1,1,1,41,0
23523,32,2,1033223,0,14,0,0,0,0,0,8615,1,41,0
6572,44,2,230685,1,10,1,9,1,0,0,1,1,41,0
12212,33,2,198902,12,7,1,6,1,0,0,1,1,41,0
8476,29,2,37360,7,12,1,3,1,0,0,100000,1,51,0
1552,22,4,166828,5,11,0,4,0,0,1,1,1,33,0
14997,44,2,258050,3,15,1,1,1,0,0,7689,1,54,0
26882,30,4,190526,0,14,1,3,1,0,0,1,1849,61,10
18023,64,4,57675,3,15,1,3,1,0,0,1,1,49,0
5191,51,2,134248,5,11,1,6,1,0,0,1,1,51,0
11140,20,2,70506,5,11,0,4,0,0,1,1,1,21,0
1696,56,2,200328,1,10,1,0,2,0,1,1,1,19,0
12613,67,2,95645,0,14,2,1,0,0,1,1,1,41,0
2618,46,2,293629,5,11,1,3,1,0,0,1,1,51,12
32549,44,0,255836,5,11,2,0,5,0,1,1,1,41,0
29998,42,2,184379,1,10,4,6,0,0,0,1,1,41,0
9564,27,2,275704,5,11,1,5,1,0,0,1,1,41,0
24198,37,2,116609,1,10,2,1,0,0,1,1,1,41,0
14999,51,0,24186,0,14,1,1,1,0,0,1,1,39,0
4901,46,4,197333,0,14,0,1,0,0,0,1,1,41,0
29201,40,2,454916,1,10,0,2,5,0,0,1,1,41,0
13279,49,2,146920,5,11,2,0,4,0,1,1,1,46,0
9733,70,2,102875,1,10,6,0,0,0,1,1,1,25,0
16028,50,2,120122,9,17,1,3,1,0,0,7689,1,46,0
14752,29,2,91300,7,12,0,0,0,2,1,1,1,46,0
5113,61,2,298968,8,5,1,7,1,0,0,1,1,16,0
29627,37,1,34181,1,10,0,8,0,0,0,1,1,71,0
3698,45,1,158556,5,11,1,1,1,0,0,1,1,51,0
14478,50,5,154175,0,14,1,1,1,0,0,1,1,51,0
23317,34,2,246039,0,14,1,3,1,0,0,1,1,41,0
31624,30,2,261726,0,14,0,0,0,0,1,1,1,36,0
1561,46,2,149641,5,11,1,6,1,0,0,1,1,41,0
25243,34,2,115497,9,17,1,3,1,0,0,1,1,61,0
6182,42,2,344625,0,14,1,1,1,0,0,7689,1,51,0
3820,25,1,37441,0,14,0,8,4,0,0,1,1,51,0
19371,23,2,107883,0,14,0,1,3,0,1,1,1,36,0
23810,44,4,227735,7,12,1,7,1,0,0,1,1,23,0
23030,19,4,146587,1,10,0,4,3,0,0,1,1,61,0
3751,30,0,73929,0,14,0,3,3,2,1,1,1,16,0
1931,44,3,136106,1,10,1,0,2,1,1,1,1849,41,0
1545,28,2,168108,0,14,1,6,1,0,0,1,1,41,0
619,46,2,323799,0,14,1,1,1,0,0,7299,1,54,0
5853,39,2,208110,0,14,2,1,4,0,0,1,1,51,0
16164,29,2,249721,5,11,1,3,1,0,0,1,1,41,0
15656,24,2,197757,5,11,1,5,2,0,1,1,1,36,0
15605,41,2,438428,5,11,0,5,0,1,1,1,1,41,0
16179,38,2,422934,3,15,0,1,3,0,0,1,1,41,0
19756,33,1,337697,5,11,1,5,1,0,0,1,1,51,0
4344,52,2,57638,1,10,2,4,0,0,1,1,1,33,0
20416,55,2,140360,8,5,2,9,4,0,1,1,3901,41,0
21585,28,2,176515,0,14,0,0,0,0,1,1,1,41,0
1558,43,5,198283,0,14,1,1,1,0,0,1,1,61,0
30777,20,2,45382,5,11,0,0,3,0,1,1,1,9,0
27674,50,2,191278,5,11,1,4,1,0,0,1,1,41,0
21440,32,2,133862,6,13,2,1,0,0,0,1,1,41,0
15647,34,1,105230,0,14,1,1,1,0,0,1,1,41,0
16070,37,2,310532,12,7,4,2,4,1,0,1,1,41,0
20766,56,2,190515,8,5,1,0,1,0,0,1,1,76,0
1113,70,2,168140,1,10,1,5,2,0,1,1,1,41,0
5709,32,4,393966,1,10,2,0,0,0,1,1,1,9,0
8055,31,2,205660,6,13,1,1,2,0,1,1,1,51,17
5199,50,2,219612,0,14,1,1,1,0,0,1,1,76,0
13749,53,2,72258,1,10,2,2,0,0,0,1,1,41,0
17048,62,3,28292,0,14,1,1,2,0,1,1,1,41,0
10140,52,2,94082,1,10,0,6,0,0,0,1,1,41,0
5528,44,4,98131,0,14,2,3,3,0,1,1,1,40,0
259,73,1,243770,10,16,0,3,0,0,0,1,1430,21,0
10785,35,2,93700,1,10,4,5,4,0,1,1,1,51,0
11895,41,2,245074,8,5,0,4,0,0,0,1,1,21,0
29432,34,2,178616,6,13,1,6,1,0,0,1,1,41,0
2470,50,2,90580,1,10,1,6,1,1,0,5014,1,51,0
14916,44,4,135057,1,10,4,0,5,0,1,1,1,36,0
6306,34,2,477107,1,10,1,7,1,1,0,1,1,41,0
9247,36,0,126570,1,10,1,6,1,0,0,7299,1,41,0
13214,35,2,208044,7,12,1,3,1,0,0,7299,1,46,0
18223,63,2,200333,1,10,1,9,1,0,0,1,1,41,0
876,24,2,153045,1,10,0,2,4,1,1,1,1,8,0
22926,52,2,138359,12,7,2,6,0,1,1,1,1,36,0
13829,35,2,150155,1,10,0,0,3,0,0,1,1,41,0
27309,39,2,357871,15,9,0,9,0,1,1,1,1,51,0
1631,55,0,258736,5,11,1,1,1,0,0,1,1,41,0
23664,57,2,204817,1,10,1,5,1,0,0,1,1,56,0
25043,46,2,140645,1,10,1,9,1,0,0,1,1,41,0
31974,51,2,310775,0,14,1,5,1,0,0,1,1,36,0
20077,36,2,183893,12,7,1,6,1,0,0,1,1,41,0
9589,46,0,35970,3,15,1,3,1,0,0,1,1,61,0
15729,45,2,214547,5,11,1,7,1,0,0,1,1,49,0
2284,30,2,40084,9,17,0,3,0,0,0,1,1,41,9
6343,55,5,304956,1,10,1,1,1,0,0,1,1,31,0
5676,46,2,256368,15,9,2,8,0,1,0,1,1,41,0
24683,46,3,201128,5,11,1,3,1,0,0,1,1,57,0
14900,29,2,205904,1,10,1,9,1,0,0,1,1,41,0
6019,30,1,179009,6,13,1,5,1,0,0,1,1,51,0
29812,36,5,187054,0,14,4,3,0,0,1,1,1,51,0
4289,73,2,76207,4,6,1,5,1,0,0,1,1,17,0
17435,70,1,29981,8,5,0,8,5,0,0,1849,1,11,0
14736,44,1,204236,0,14,1,5,1,0,0,1,1,51,0
7604,66,4,254414,5,11,2,1,0,0,1,1,1,41,0
9491,47,2,128797,0,14,1,1,1,0,0,1,1,45,0
7229,42,2,173371,0,14,4,5,4,0,1,1,1,31,0
13867,30,2,247508,12,7,0,6,0,0,0,1,1,44,0
2106,43,2,213822,1,10,1,6,1,0,0,1,1888,41,0
5585,48,2,193048,9,17,1,5,1,0,0,1,1,61,0
14712,47,2,194699,0,14,0,3,3,0,0,1,1,61,0
21529,48,3,323799,0,14,1,1,1,0,0,1,1,41,0
4073,33,2,96481,5,11,0,11,0,0,1,1,1,41,0
28790,47,5,120903,0,14,1,1,1,0,0,3104,1,38,0
30518,39,1,245373,5,11,1,3,1,0,0,3138,1,51,0
9028,47,5,192129,10,16,1,3,1,0,0,1,1,46,0
17139,34,2,209318,4,6,0,4,0,0,0,1,1,46,24
30389,62,2,411653,15,9,1,6,1,0,0,1,1,41,4
20543,32,2,136399,9,17,1,3,1,2,0,1,1,51,17
4175,50,5,289708,1,10,4,4,0,0,0,1,1,46,0
23802,42,2,264664,5,11,4,3,3,0,1,1,3901,41,0
16594,60,1,96460,8,5,1,6,1,0,0,1,1,41,0
13929,22,2,161903,2,8,1,2,1,0,0,1,1,41,0
2815,52,2,151000,5,11,1,6,1,0,0,7299,1,41,0
3682,39,2,270986,5,11,1,1,1,1,0,1,1,51,0
14325,48,4,336275,1,10,2,4,0,0,1,1,1,41,0
4959,61,2,227333,7,12,6,0,0,0,0,1,1,41,0
556,40,1,199754,0,14,1,4,1,0,0,1,1,61,0
7552,36,2,27000,0,14,4,1,4,0,1,1,1,43,0
28486,25,2,403672,1,10,1,6,1,0,0,1,1,61,0
13903,40,2,76768,5,11,2,0,0,0,1,1,1,61,0
19717,40,1,163205,1,10,1,5,1,0,0,1,1,41,0
10090,31,2,349149,0,14,0,3,0,0,0,1,1,71,0
1432,32,0,46493,7,12,0,6,3,0,0,1,1,41,0
29907,36,2,475325,0,14,1,1,1,0,0,1,1,46,0
7516,54,3,411701,1,10,1,0,1,0,0,7299,1,41,0
21215,52,5,194996,5,11,1,1,1,0,0,1,1,46,0
12629,39,2,589810,0,14,1,0,1,0,0,1,1,46,0
11809,34,2,342459,1,10,0,6,0,0,0,1,1,41,0
4588,31,2,126243,5,11,1,4,2,0,1,1,1,41,0
18591,57,5,216637,15,9,1,1,1,0,0,1,1652,41,0
9337,59,2,156874,2,8,1,11,1,0,0,1,1,36,0
5733,35,1,353882,1,10,1,1,1,0,0,1,1,61,0
5197,42,0,29325,1,10,2,0,4,0,1,1,1,46,0
1138,28,2,138706,1,10,1,6,1,0,0,1,1,54,0
2344,45,2,198283,3,15,1,1,1,0,0,15025,1,41,0
29725,44,0,254818,5,11,0,4,0,0,1,1,1,41,0
3945,39,2,29703,0,14,1,1,1,0,0,1,1,46,0
30019,20,2,166154,1,10,0,5,3,0,1,1,1,31,0
17972,38,2,138442,1,10,2,7,0,0,0,1,1,41,0
5480,26,2,257911,0,14,0,3,0,0,0,1,1,46,0
2130,29,0,130621,2,8,4,0,4,2,1,1,1,41,3
2211,28,2,158157,1,10,0,4,0,0,1,1,1,43,0
28763,42,4,351351,5,11,2,11,4,0,1,1,1,41,0
23257,61,1,96074,1,10,1,6,1,0,0,1,1,31,0
1633,28,2,127797,11,4,0,8,0,0,0,1,1,36,4
8619,49,2,365517,1,10,2,4,0,0,1,1,1,36,0
27247,60,0,139617,3,15,1,1,1,0,0,1,1,51,0
14463,23,2,164776,4,6,0,9,4,0,0,1,1,41,26
28651,46,1,216403,10,16,1,3,1,2,0,1,1,51,3
940,32,2,78603,6,13,2,4,4,3,1,1,1,41,0
8502,19,2,141919,1,10,0,2,3,0,0,1,1,23,0
9537,27,2,130019,1,10,0,6,4,0,0,1,1,41,0
29180,21,2,237306,5,11,0,9,5,1,1,1,1,36,0
20055,51,2,183174,1,10,1,3,1,0,0,100000,1,41,0
872,32,2,301252,0,14,1,6,1,0,0,1,1,51,0
19062,38,2,170175,1,10,1,1,1,0,0,1,1,47,0
9224,48,2,64564,5,11,1,0,1,0,0,7689,1,43,0
31663,33,2,114289,1,10,2,3,3,0,1,1,1,41,0
8063,24,2,162946,8,5,0,4,3,0,0,1,1,36,0
4786,27,2,339424,0,14,0,1,0,0,0,1,1,41,0
3804,20,2,262516,2,8,0,4,5,0,0,1,1,21,0
7499,38,2,176757,5,11,1,0,1,1,0,1,1486,71,0
11711,29,2,264736,3,15,0,0,0,2,0,1,1,51,3
8406,66,4,125769,5,11,2,0,0,0,1,1,1,29,0
13932,32,2,344201,5,11,1,5,1,0,0,1,1,41,0
5775,38,2,139685,1,10,2,9,0,0,0,1,1,46,0
23522,27,2,53834,1,10,0,4,4,0,0,1,1,41,0
692,42,2,191548,3,15,1,1,1,0,0,100000,1,56,0
7073,57,2,160933,1,10,1,7,1,0,0,1,1,45,0
31122,51,2,28953,5,11,1,5,2,0,1,1,1,40,0
7424,35,2,27410,4,6,1,6,1,0,0,1,1,51,0
10292,19,2,27621,1,10,0,0,0,0,1,1,1,26,0
1468,25,2,42707,7,12,0,11,0,0,0,1,1,61,0
29719,45,2,210526,0,14,1,3,1,0,0,1,1,41,0
10604,45,2,467800,1,10,1,6,1,0,0,1,1,41,0
7520,42,2,165305,5,11,1,6,1,0,0,1,1,51,34
24870,36,2,198203,1,10,0,1,0,0,1,1,1,55,0
2438,21,2,100189,5,11,0,10,3,0,1,1,1,25,0
26309,57,2,183885,2,8,1,9,1,0,0,1,1,41,0
15001,55,2,83104,0,14,1,5,1,0,0,1,1,68,0
17561,19,2,282610,11,4,0,2,5,0,0,1,1,31,7
14977,37,2,225400,1,10,1,6,1,0,0,7299,1,41,0
4963,48,2,169181,3,15,0,3,0,0,1,1,1,36,0
4912,39,2,168681,5,11,0,0,3,1,1,1,1,41,0
10404,40,2,162371,0,14,1,1,1,0,0,1,1,41,0
6457,63,2,218010,1,10,1,7,1,0,0,1,1978,61,0
14745,28,2,31494,0,14,1,10,1,0,0,1,1,31,0
7908,34,2,348417,1,10,0,0,4,1,1,1,1,41,0
13097,48,2,159400,10,16,1,3,1,0,0,1,1,56,0
29593,38,2,140855,0,14,1,1,1,0,0,1,1,51,0
32246,33,1,116509,5,11,1,8,1,0,0,1,1,51,0
30726,48,2,362655,1,10,1,9,1,0,0,1,1,41,0
5456,57,2,257556,3,15,1,3,1,0,0,1,1,41,0
4709,33,2,265191,0,14,1,5,1,0,0,1,1,41,0
30247,35,2,180285,5,11,1,2,1,0,0,1,1,51,0
5675,28,2,538194,2,8,0,3,0,2,1,1,1,51,0
4387,53,2,117701,1,10,2,0,0,0,1,1,1,41,0
13074,52,5,200047,0,14,4,5,4,0,0,1,2825,41,0
11847,36,4,45608,3,15,0,3,0,0,0,1,1,61,0
26799,65,3,341696,5,11,1,0,2,0,1,1,1,41,0
2767,42,2,443509,0,14,1,7,1,0,0,1,1,49,9
26071,40,2,200154,0,14,2,0,0,0,0,1,1,41,0
11890,59,5,229499,5,11,6,5,0,0,1,1,1,21,0
29389,31,2,271934,1,10,2,0,0,0,1,1,1,41,0
2417,45,2,132850,3,15,0,6,4,1,1,1,1,41,0
8971,45,2,89414,7,12,1,6,1,0,0,1,1,41,0
1972,55,4,220055,0,14,1,3,1,0,0,1,1903,41,0
26063,47,2,155655,1,10,1,4,2,0,1,1,1,41,0
6950,39,2,107631,0,14,1,1,1,0,0,1,1,41,0
13367,49,3,50568,5,11,3,1,0,0,1,1,1,41,0
6471,48,2,143051,3,15,2,1,0,0,1,1,1,51,0
15697,29,2,217201,1,10,0,9,0,0,0,1,1,51,0
21056,65,4,142167,1,10,1,6,1,0,0,1,1,100,0
28446,62,3,221944,5,11,1,0,1,0,0,9387,1,41,0
4246,40,4,113254,0,14,1,3,2,0,1,1,1,51,0
21983,36,2,214817,0,14,1,1,1,0,0,1,1,41,0
6589,26,2,175371,5,11,2,9,3,0,1,1,1,41,0
22331,31,2,137077,1,10,1,7,1,0,0,1,1,41,0
26690,49,2,249936,1,10,1,7,1,0,0,1,1,45,0
13474,52,2,284212,1,10,6,3,4,0,1,1,1,36,0
11658,31,2,176065,1,10,2,6,4,0,0,1,1,56,0
8722,34,3,373044,1,10,0,7,0,1,0,1,1,35,10
13427,24,2,326588,1,10,0,0,0,0,0,1,1,41,0
1661,45,2,110356,0,14,1,1,1,0,0,1,1,41,0
1319,49,2,55238,0,14,1,6,1,0,0,1,1,46,0
12151,26,2,118089,1,10,0,6,4,0,0,1,1,41,0
20674,36,2,156729,1,10,1,8,1,0,0,1,1,41,0
32464,46,5,173665,0,14,1,1,1,0,0,1,1,46,0
22296,24,2,46646,0,14,0,3,0,0,1,1,1,26,0
26793,18,2,160759,12,7,0,5,5,0,0,1,1,31,0
16145,23,2,87547,1,10,1,9,2,0,1,1,1,41,0
32034,58,2,226876,8,5,1,5,1,0,0,1,1,51,0
5286,29,2,68394,1,10,0,4,0,0,1,1,1,47,0
15740,40,1,176901,1,10,1,4,1,0,0,1,1,51,0
2904,32,2,59084,5,11,1,4,1,0,0,1,1673,51,0
9203,20,2,216414,1,10,2,10,4,0,1,1,1,56,0
3855,27,2,228458,2,8,2,2,0,0,0,1,1,41,0
29689,24,2,188546,6,13,0,0,3,0,1,1,1975,21,0
23698,24,2,233473,0,14,0,1,0,0,0,1,1,41,0
4689,51,4,258820,5,11,2,11,0,0,0,1,1,41,0
9497,34,2,184834,1,10,0,4,0,0,1,1,1,36,0
4966,25,2,155173,6,13,2,9,0,0,0,1,1,41,0
6652,48,3,655067,0,14,1,1,1,4,0,1,1,41,30
11649,26,2,60359,5,11,0,5,3,0,0,1,1,41,0
11362,25,2,177126,5,11,1,7,1,0,0,1,1,61,0
24066,22,2,113164,5,11,0,0,3,0,0,1,1,51,0
9586,48,2,148550,0,14,1,3,1,0,0,1,1,51,0
6913,47,4,327887,6,13,1,0,1,0,0,1,1,41,0
21674,24,2,312018,5,11,0,1,0,0,0,1,1,41,0
15761,36,2,210946,1,10,1,2,1,0,0,1,1,51,0
11287,55,1,164758,7,12,1,6,1,0,0,1,1,17,0
11880,29,2,192258,0,14,1,3,1,0,0,1,1,41,28
2404,41,2,61288,5,11,1,10,1,0,0,1,1,41,0
10976,27,2,285368,7,12,0,0,3,0,0,4417,1,29,0
1603,58,2,236945,1,10,1,9,1,1,0,1,1,41,0
14648,66,0,326692,5,11,1,9,1,1,0,1,1,41,0
4766,36,2,223750,7,12,1,10,1,0,0,7299,1,49,0
19637,39,2,305598,1,10,0,7,4,0,0,1,1,41,0
5444,73,2,163922,5,11,6,0,4,1,1,1,1,21,0
10164,38,2,48780,1,10,0,1,0,0,0,1,1,51,0
3220,48,5,101927,0,14,2,1,0,0,0,1,1,71,0
10010,67,2,172647,11,4,1,7,1,0,0,1174,1,13,0
24114,32,2,149508,15,9,1,6,1,0,0,1,1,44,0
12914,51,2,175805,1,10,1,5,1,0,0,1,1,49,0
4579,41,0,21190,0,14,2,0,5,1,1,1,1,33,0
17729,39,2,137708,7,12,1,10,2,0,1,1,1,41,0
1461,47,2,161509,12,7,0,9,0,1,0,1,1,41,0
3807,30,2,193153,9,17,1,3,1,0,0,1,1,46,0
6257,41,2,436494,1,10,0,4,3,0,0,1,1,26,0
22542,43,2,171842,10,16,1,3,1,0,0,1,1,61,0
31603,37,2,138442,5,11,0,9,3,0,0,1,1,41,0
22618,50,2,190320,0,14,3,0,0,3,0,1,1,41,12
21247,31,2,187619,1,10,1,1,1,0,0,1,1,51,0
10505,27,2,148299,1,10,0,1,0,0,1,1,1,51,0
25130,30,2,95424,1,10,5,7,1,0,0,1,1,81,0
26376,24,2,378547,5,11,0,6,3,0,0,1,1,41,0
2868,62,0,224639,1,10,6,0,0,0,1,1,1,41,0
675,23,2,240818,1,10,0,5,3,0,1,2598,1,41,0
2435,36,2,209630,1,10,2,1,0,0,0,1,1,41,0
14934,27,0,93807,5,11,0,0,5,0,0,1,1,26,0
11225,27,2,158811,0,14,0,3,0,0,0,1,1,71,0
10195,44,2,196345,11,4,1,4,1,0,0,1,1,41,4
1124,54,2,295897,2,8,1,6,1,0,0,1,1,46,0
15715,39,2,698364,1,10,1,6,1,0,0,1,1,41,0
22389,52,1,156803,1,10,1,8,1,0,0,3104,1,61,0
14905,56,2,286231,2,8,2,5,3,0,1,1,1,21,0
10904,38,2,262279,7,12,1,1,1,1,0,15025,1,46,0
9817,23,2,212781,1,10,0,5,0,1,1,1,1,31,0
3950,43,5,149103,7,12,0,6,3,0,0,1,1,41,0
2615,73,1,104091,0,14,1,1,1,0,0,1,1,41,32
9936,19,2,187791,1,10,0,0,3,0,1,1,1,41,0
10920,63,1,243734,3,15,1,3,1,0,0,7299,1,71,0
20749,38,2,120075,1,10,0,7,0,0,0,1,1,41,0
15789,36,2,302605,7,12,1,0,2,0,1,1,1,41,0
13404,48,2,165518,3,15,1,3,2,0,1,1,1,41,0
29367,34,3,78308,0,14,1,3,1,0,0,1,1,41,0
13746,18,2,188997,4,6,0,5,0,0,1,1,1,31,0
27619,40,2,248012,7,12,1,9,1,0,0,5179,1,41,0
15746,19,2,397607,1,10,0,6,3,0,0,1,1,41,0
27532,29,2,285295,0,14,1,5,2,1,1,15025,1,46,0
29353,44,2,143047,1,10,1,9,2,0,1,1,1,41,34
3052,78,2,133729,8,5,1,6,1,0,0,1,1,41,0
12673,45,4,354231,5,11,1,6,1,0,0,1,1,41,0
5563,31,2,172404,1,10,2,6,0,0,0,1,1,31,0
11334,28,3,37275,1,10,0,6,3,0,0,1,1,21,0
